IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,103,1.58
47.237.11.182,2053,2053,true,SIN,Asia Pacific,Singapore,130,1.57
8.217.248.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,109,1.57
8.220.202.59,443,443,true,NRT,Asia Pacific,Tokyo,91,1.56
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,1.55
47.243.243.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,1.55
8.210.65.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,1.55
8.210.175.109,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,1.53
8.218.122.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,1.52
47.76.26.26,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,1.51
47.76.146.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,141,1.51
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,118,1.51
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,187,1.51
47.76.225.255,2053,2053,true,HKG,Asia Pacific,Hong Kong,56,1.51
8.211.16.11,443,443,true,FRA,Europe,Frankfurt,258,1.50
8.210.100.23,2096,2096,true,HKG,Asia Pacific,Hong Kong,82,1.50
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,123,1.50
47.243.206.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,1.49
47.250.13.77,80,443,true,SIN,Asia Pacific,Singapore,53,1.48
8.217.154.218,2053,2053,true,HKG,Asia Pacific,Hong Kong,96,1.47
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,1.47
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,262,1.46
47.76.213.245,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,1.46
8.218.155.238,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,1.46
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,156,1.45
8.210.119.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,1.45
47.90.201.189,443,443,true,IAD,North America,Ashburn,253,1.42
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,1.42
8.217.250.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,1.42
8.211.12.34,443,443,true,FRA,Europe,Frankfurt,251,1.42
8.217.132.184,443,443,true,HKG,Asia Pacific,Hong Kong,73,1.41
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,1.41
47.243.90.180,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,1.41
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,1.40
47.250.36.113,80,443,true,SIN,Asia Pacific,Singapore,82,1.40
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,1.40
47.243.91.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,1.39
8.217.72.0,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,1.39
8.218.11.90,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,1.39
47.250.40.144,80,443,true,SIN,Asia Pacific,Singapore,58,1.38
47.243.243.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,1.37
8.219.111.175,2096,2096,true,SIN,Asia Pacific,Singapore,89,1.37
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,1.35
47.76.106.86,80,443,true,SIN,Asia Pacific,Singapore,37,1.35
47.243.5.154,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,1.35
47.76.94.15,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,1.34
8.219.111.147,2053,2053,true,SIN,Asia Pacific,Singapore,62,1.34
47.76.192.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,1.32
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,121,1.31
8.210.34.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,1.31
47.243.206.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,1.29
47.243.186.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,1.29
47.242.202.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,1.29
47.238.40.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,1.28
8.220.195.140,443,443,true,ICN,Asia Pacific,Seoul,81,1.28
8.217.85.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,1.22
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,105,1.21
47.250.47.68,80,443,true,SIN,Asia Pacific,Singapore,88,1.21
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,1.20
47.76.32.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,1.20
8.218.228.152,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,1.20
47.76.94.15,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,1.19
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,1.19
8.217.49.34,8443,8443,true,HKG,Asia Pacific,Hong Kong,126,1.18
47.250.149.42,80,443,true,SIN,Asia Pacific,Singapore,94,1.18
47.76.178.146,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,1.18
8.218.65.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,1.16
47.250.48.185,80,443,true,SIN,Asia Pacific,Singapore,58,1.16
8.210.43.213,8443,8443,true,HKG,Asia Pacific,Hong Kong,124,1.16
47.250.14.147,80,443,true,SIN,Asia Pacific,Singapore,54,1.15
47.243.186.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,1.15
8.218.201.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,1.12
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,103,1.12
8.218.178.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,36,1.11
47.250.152.116,80,443,true,SIN,Asia Pacific,Singapore,59,1.11
47.250.155.240,80,443,true,SIN,Asia Pacific,Singapore,37,1.09
47.250.36.113,80,443,true,SIN,Asia Pacific,Singapore,47,1.09
47.250.153.57,80,443,true,SIN,Asia Pacific,Singapore,74,1.09
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,193,1.08
47.250.153.223,80,443,true,SIN,Asia Pacific,Singapore,25,1.08
8.210.43.213,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,1.08
47.250.155.143,80,443,true,SIN,Asia Pacific,Singapore,49,1.07
47.250.147.26,80,443,true,SIN,Asia Pacific,Singapore,46,1.05
47.250.49.148,80,443,true,SIN,Asia Pacific,Singapore,66,1.05
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,1.04
47.250.12.116,80,443,true,SIN,Asia Pacific,Singapore,66,0.99
47.250.157.10,80,443,true,SIN,Asia Pacific,Singapore,53,0.99
8.210.34.188,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,0.98
47.250.40.144,80,443,true,KUL,Asia Pacific,Kuala Lumpur,84,0.98
47.242.183.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,0.97
47.250.150.193,80,443,true,SIN,Asia Pacific,Singapore,76,0.97
8.218.18.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,136,0.96
47.243.186.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,133,0.95
47.242.183.7,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,0.94
47.242.183.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,98,0.93
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,0.92
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,0.92
47.250.158.227,80,443,true,SIN,Asia Pacific,Singapore,38,0.92
47.243.18.199,2096,2096,true,HKG,Asia Pacific,Hong Kong,140,0.92
47.242.252.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,0.91
8.222.244.192,8443,8443,true,SIN,Asia Pacific,Singapore,101,0.91
8.217.142.78,80,443,true,SIN,Asia Pacific,Singapore,90,0.91
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,0.91
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,114,0.90
8.210.107.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,0.89
47.250.49.148,80,443,true,SIN,Asia Pacific,Singapore,24,0.88
8.217.85.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,105,0.88
8.210.65.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,0.87
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,0.86
47.250.149.42,80,443,true,SIN,Asia Pacific,Singapore,46,0.86
47.250.48.185,80,443,true,SIN,Asia Pacific,Singapore,26,0.86
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,0.83
47.76.94.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,0.83
47.243.139.85,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,0.83
47.250.44.26,80,443,true,SIN,Asia Pacific,Singapore,43,0.81
47.250.147.84,80,443,true,SIN,Asia Pacific,Singapore,78,0.80
47.76.192.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,0.79
8.210.43.213,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,0.79
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,0.78
47.250.153.57,80,443,true,SIN,Asia Pacific,Singapore,87,0.77
47.243.42.155,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,0.76
47.76.178.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,0.76
47.250.157.10,80,443,true,SIN,Asia Pacific,Singapore,33,0.75
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,0.73
47.250.57.49,80,443,true,SIN,Asia Pacific,Singapore,71,0.73
47.250.147.26,80,443,true,SIN,Asia Pacific,Singapore,39,0.72
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,44,0.72
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,0.71
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,0.71
47.250.151.56,80,443,true,SIN,Asia Pacific,Singapore,57,0.69
47.76.159.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,0.68
47.250.152.116,80,443,true,SIN,Asia Pacific,Singapore,52,0.68
8.222.225.193,443,443,true,SIN,Asia Pacific,Singapore,82,0.67
47.243.255.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,0.67
47.250.57.9,80,443,true,SIN,Asia Pacific,Singapore,48,0.67
47.250.156.60,80,443,true,SIN,Asia Pacific,Singapore,55,0.66
8.217.164.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,0.64
47.250.44.26,80,443,true,SIN,Asia Pacific,Singapore,55,0.63
8.217.164.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,0.62
47.250.59.84,80,443,true,SIN,Asia Pacific,Singapore,54,0.61
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,0.61
8.210.89.245,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,0.61
8.222.225.193,443,443,true,SIN,Asia Pacific,Singapore,112,0.61
8.219.84.214,2053,2053,true,SIN,Asia Pacific,Singapore,36,0.60
47.243.169.63,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,0.58
47.243.186.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,0.57
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,0.56
47.250.155.240,80,443,true,SIN,Asia Pacific,Singapore,59,0.55
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,0.55
8.218.126.53,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,0.55
8.218.173.78,2087,2087,true,HKG,Asia Pacific,Hong Kong,145,0.54
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,0.53
47.243.51.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,0.51
47.242.232.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,145,0.51
47.76.192.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,0.51
47.243.139.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,0.51
8.218.3.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,0.51
47.250.152.215,80,443,true,SIN,Asia Pacific,Singapore,82,0.49
8.217.132.184,443,443,true,HKG,Asia Pacific,Hong Kong,90,0.49
47.243.51.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,0.49
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,0.48
47.250.147.41,80,443,true,SIN,Asia Pacific,Singapore,49,0.47
47.250.151.56,80,443,true,SIN,Asia Pacific,Singapore,52,0.47
47.250.159.36,80,443,true,SIN,Asia Pacific,Singapore,65,0.47
47.243.234.9,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,0.47
47.243.90.180,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,0.46
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,110,0.46
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,0.45
47.243.139.243,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,0.45
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,0.44
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,103,0.44
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,0.43
47.250.157.19,80,443,true,SIN,Asia Pacific,Singapore,47,0.42
8.210.89.245,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,0.41
47.243.42.155,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,0.41
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,107,0.41
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,0.41
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,0.40
47.243.51.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,0.40
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,0.40
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,0.40
8.218.3.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,0.40
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,0.40
47.250.155.74,80,443,true,SIN,Asia Pacific,Singapore,45,0.40
47.243.169.63,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,0.39
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,0.38
47.250.147.84,80,443,true,SIN,Asia Pacific,Singapore,35,0.38
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,55,0.37
47.250.155.74,80,443,true,SIN,Asia Pacific,Singapore,61,0.36
149.129.8.215,443,443,true,SJC,North America,San Jose,159,0.36
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,0.36
47.57.245.232,443,443,true,SJC,North America,San Jose,83,0.34
47.57.245.232,443,443,true,SJC,North America,San Jose,67,0.34
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,46,0.33
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,0.33
47.243.206.150,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,0.32
8.218.3.12,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,0.32
8.210.89.245,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,0.32
47.57.233.126,443,443,true,SJC,North America,San Jose,88,0.32
47.57.233.126,443,443,true,SJC,North America,San Jose,38,0.32
47.76.178.146,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,0.30
47.243.169.63,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,0.30
47.243.91.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,0.29
8.217.164.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,0.27
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,0.26
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,0.26
8.218.173.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,0.25
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,36,0.25
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,116,0.25
47.250.157.19,80,443,true,SIN,Asia Pacific,Singapore,53,0.24
47.57.14.118,443,443,true,SJC,North America,San Jose,64,0.22
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,0.22
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,0.21
8.218.3.12,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,0.20
47.243.90.180,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,0.20
47.250.152.215,80,443,true,SIN,Asia Pacific,Singapore,43,0.19
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,0.18
47.243.91.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,0.15
47.243.206.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,0.15
47.254.65.110,443,443,true,SJC,North America,San Jose,172,0.14
47.254.65.110,443,443,true,SJC,North America,San Jose,192,0.13
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,0.12
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,0.12
47.243.206.150,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,0.11
8.218.63.172,443,443,true,HKG,Asia Pacific,Hong Kong,64,0.11
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,0.11
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,92,0.10
47.243.90.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,0.09
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,0.09
8.217.159.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,136,0.09
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,106,0.08
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,145,0.07
47.243.139.85,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,0.07
8.220.223.223,443,443,true,NRT,Asia Pacific,Tokyo,72,0.07
8.218.148.106,443,443,true,HKG,Asia Pacific,Hong Kong,70,0.06
8.217.248.220,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,0.05
47.243.90.180,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,0.05
8.218.148.106,443,443,true,HKG,Asia Pacific,Hong Kong,102,0.04
8.210.65.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,106,0.04
47.89.244.253,443,443,true,SJC,North America,San Jose,199,0.03
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,0.03
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,0.02
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,0.02
47.76.159.146,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,0.01
8.210.92.27,443,443,true,HKG,Asia Pacific,Hong Kong,107,0.01
47.243.139.243,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,0.01
8.210.92.27,443,443,true,HKG,Asia Pacific,Hong Kong,42,0.01
47.243.139.85,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,0.01
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,50,0.00
8.219.210.64,443,443,true,SIN,Asia Pacific,Singapore,1,0.00
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,2,0.00
8.222.156.242,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.248.47,8080,8080,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,2,0.00
8.222.181.117,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.191.110,8880,8880,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.139.13,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.222.164.209,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.177.205,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.210.64,2052,2052,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.220.88,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.237.250,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.177.205,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.132.64,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.229.190,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.210.57,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.147.58,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.0.48,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.174.142,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.189.143,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.170.232,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.198.34,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.117.198,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.210.57,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.199.220,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.163.195,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.202.130,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.210.57,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.240.160,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.201.245,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.0.48,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.147.58,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.6.150,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.191.40,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.0.48,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.87.30,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.78.188,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.6.150,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.93.5,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
